Document ID;purchase_date;total_items;total_payment;user_id
iwuc9Z4MRkIXLjvehcvJ;2024-06-07T12:45:14.654;4;573784;"""0a83fb4a-1cf9-4d42-a1b3-9c7d5c191498"""
jKtru4TvBDBmFJOKeJqN;2024-06-18T07:15:40.987;5;412815;"""7becd5c3-9969-4516-ad1c-569ae59584c8"""
jurqAM9Jd9RQAyrecGeb;2024-06-16T18:30:50.432;10;1070000;"""8961f080-bda3-4995-b34b-e907127ae5f3"""
jztV9gMrniTXqhbmrYkj;2024-06-15T07:55:20.876;8;810000;"""ae615a6c-5f70-4c28-81cb-228981f8bcf4"""
kP2wcVTvGeb98FtKZPpI;2024-06-06T12:25:47.654;6;581598;"""91703615-1d73-498a-b0bd-342c31866676"""
kTeBDAZHwpVywj8Qk5FY;2024-06-26T08:45:29.876;8;1111000;"""75dc0413-a0c8-43e8-891e-8c810f4a7c32"""
khgHV1tNP7YUtenaod79;2024-06-19T19:30:20.543;8;649696;"""ee47a9b0-af56-4e82-870c-fa9f5d60ba02"""
kizlH0M7Ip68pscHjULK;2024-06-19T12:50:38.432;6;300000;"""8aac911a-7a44-4684-9c7e-97a1509a6842"""
l5GQjquL5jBwXrefubST;2024-06-11T08:20:14.987;10;1217050;"""c325a37d-dd76-4a29-8a4f-05239de761a4"""
lLnJ12kRGZzjXt2nXCEf;2024-05-15T06:45:30.876;1;50000;"""96a5bea8-a60d-43ae-af14-a0ec46d05894"""
lNpDEcYIQS5xIIg6Y7ti;2024-06-20T07:25:41.654;3;200460;"""9c4233e1-a041-4ee2-a33f-acd98cdac2cb"""
lQr2RqtnA1lb1BfJFLXe;2024-06-16T18:10:50.987;1;88000;"""ad01718c-79a4-4698-a248-5b99a59f9b27"""
lqQIICGK5nRdA9nExvs0;2024-06-10T08:35:25.432;1;84000;"""e2e7babd-4dde-4cdd-ad99-cb88d719a579"""
mI9UQZjoOXie9ZBcJP7Y;2024-06-14T12:20:29.876;7;551000;"""44cf7e07-6771-4112-b17c-85e1463776b5"""
mVn05etShNDxWLa7u4fv;2024-06-10T18:40:45.654;10;1355000;"""08f2d7bb-6aa4-4532-9766-f3bd3912650a"""
mZgRqQvN0SpHQR5zyUwf;2024-05-17T07:15:20.543;1;50000;"""6b605ef5-e4a5-4f87-803f-3ca6b639fd92"""
ma3XsbByL49CmEydH9xB;2024-06-19T12:35:38.432;7;831000;"""9b98fa50-5c89-4366-91f0-fd174d1b96cb"""
n7UVyn4vOkWq3tvXaGC1;2024-06-08T08:50:14.987;3;216150;"""573b88fd-a36e-4ed9-97cf-732c1425f680"""
n9cXiTLh8gQEdekYrD45;2024-05-15T07:05:30.876;5;300000;"""e4c4599b-4bf1-416c-bbf9-14ade826bce4"""
nN3Rqjgc9xGSez2LSxAB;2024-05-15T08:15:41.654;3;150000;"""ecf7789c-9377-42c9-a05d-98238613c8a8"""
nTGnGQvWVnlnbZKtIv9h;2024-06-28T19:20:50.987;3;435000;"""469ed5e7-36c1-445f-aaad-74649744f31d"""
nbxX45Yj0G3S4SY2yHGn;2024-06-02T12:25:30.432;9;1210464;"""622bd307-94d1-4dbb-8f9b-83b1f0d46d75"""
nonUy81mgsjFeqOgbE9h;2024-06-10T08:30:45.654;1;146533;"""7ac5ee12-c389-4975-9503-a9d7efb51b16"""
ohklopopGUXtW4HJYxHu;2024-06-03T19:45:20.543;1;142000;"""623fc959-69f5-4735-b998-3f58d6ed4b35"""
pWNbudD7m1RY4cy3Evpu;2024-06-26T12:35:14.987;8;750000;"""4567d0ba-1211-48cc-a317-667dd7b54428"""
pdBcxHnvUpRoJT6neBCo;2024-06-23T08:25:38.432;1;88987;"""59048596-04c9-47e6-be80-21c8213b1dc2"""
phPiZAVJ51PM0eY8bawh;2024-06-12T07:55:50.987;6;349926;"""e21a7091-020c-40af-8446-0cc3007a98c4"""
pzSHMDP6E9ecvSG3MD96;2024-06-21T12:45:29.876;6;514000;"""328a3f10-ea96-4dfe-b8fa-ee09e9885c49"""
pzcZvwe5NocXS5jSrlip;2024-06-30T18:05:41.654;4;451000;"""c2c59299-fb6d-436f-8b19-0c5803d15700"""
q16UpLyxomCchXJ0K8CD;2024-05-15T08:10:20.543;2;100000;"""d0408105-5187-49ad-b27f-c7f438646cd0"""
qEkh3z1TpIaBxCpHEO7o;2024-06-14T12:30:38.432;5;422000;"""bff84ad1-f8a2-4be7-b5c9-02d3c6a89f71"""
qecmS5AZt3U77O8rxndq;2024-06-30T08:50:14.987;3;328734;"""e7695ea3-3f93-4add-84c2-449beb26ef7d"""
qnGmBaG6LFXKOFslq5qr;2024-06-02T12:35:50.654;4;278820;"""cf97c9b3-0568-431a-8929-737cbd32552a"""
qpfXBxYEuCo2DSpB2Vjs;2024-06-06T18:40:29.876;6;645072;"""bd42c754-dc44-4c43-a4a5-94ce17a62879"""
qvcxJ5oxJfSHy7GHKede;2024-06-25T08:20:30.543;5;581000;"""d08b35be-4cf6-4a40-a87a-1da07f76518b"""
rc8TeLCbC0836T2t1Dqu;2024-06-20T12:50:38.432;8;569000;"""e1126a8e-76cd-4814-aa53-9015e3419dd3"""
rpuK241Xr3RREAoSSq33;2024-06-17T07:25:14.987;5;250000;"""eb2a1431-381c-4a4b-ad84-78e8e140b97d"""
s76qhl06a7vZiWBToBut;2024-06-03T18:30:45.654;4;521000;"""0562c031-4728-472b-9d13-3c385542a18f"""
se7tCWau4roZqFNNbo9y;2024-06-18T07:15:20.543;6;474690;"""c3d352e6-50c3-47c2-bad3-b5ceb6130218"""
tjlHBeHoMIt9qHoYYPqZ;2024-05-15T08:10:30.876;5;250000;"""3dda0712-4bc9-4dce-81fb-bffd55a0e974"""
tt59rPsWdFLqfATrZSWs;2024-06-17T12:25:47.654;4;200000;"""adf134e2-95fc-4eb9-a466-44dca6059408"""
u8THhWDiqTEebesBjNF5;2024-06-17T08:35:29.876;6;300000;"""165097be-3ddd-45d6-b0fa-b8c0dd69b967"""
uAIWwm8KXbfVbXxyzDdV;2024-06-06T07:50:20.543;1;59000;"""a7aeaf47-e85d-40d9-86c9-9295308577bc"""
vEPIQypssB9K1kh1fBpv;2024-06-17T18:20:38.432;4;200000;"""44c10291-a5c9-4baf-b995-cbbcbb5c3f00"""
vKaDZju8rzAWJQtKsAJb;2024-06-15T08:25:14.987;2;236956;"""1a4fec90-eef6-495c-bc75-3be8dc353e87"""
vOHbhFZ2RICMba3lseit;2024-06-24T12:35:50.654;3;436557;"""3a45b51c-a988-436c-8bf3-92f2d5ed6d86"""
vyYw3M83pN5uifl0g1co;2024-06-30T18:05:29.876;10;1050000;"""6bec53eb-5d90-4250-93af-6eb1b908861d"""
w4XSCNdRejHdPuJhiayL;2024-06-05T08:45:20.543;2;197000;"""aa214f57-c7c0-46e3-bc96-f07e0ca49246"""
wLuC6CpED201sc6XavYx;2024-06-18T07:10:38.432;9;621972;"""61bebce3-358c-43ea-bede-e484f833424c"""
wVCf5IcWgGQoz8Cl00DE;2024-06-16T18:25:14.987;6;873612;"""3b602ee4-4a23-4e83-bda1-7c659e4a7577"""
wrXPOIg2NNIZiTkuGICu;2024-06-20T12:45:50.654;2;100000;"""2"""
x5fZ50etaLojPxUxDb3N;2024-06-30T08:35:29.876;6;808000;"""adcd9dcb-37a1-4fb2-989b-6b6086eb8c42"""
x91P7aLmNjfBsXZKMypr;2024-06-27T18:50:20.543;7;970935;"""f7dcd142-b5bc-4474-ba75-da1c19ab91f5"""
xDvb7cZijCjn4ntjNv7d;2024-06-17T07:15:38.432;1;50000;"""91ac2387-0b38-4f2e-a032-662708380bf1"""
xGvlA401qZV89vcjhnHG;2024-06-18T08:20:50.987;3;440520;"""3555253a-e179-4707-ab14-13badc8357b3"""
xJiuY08Ko4SJ7FCgYJJD;2024-06-06T12:25:29.876;4;554148;"""5df00f83-2b16-4b65-a5e1-f8269770e337"""
yaycADuwO0APQCGiRtlO;2024-06-21T19:35:41.654;3;439551;"""dd82e905-05ed-4fb9-a392-73eabbc7bc67"""
ybQts9eRkpb8xclF36kc;2024-06-07T07:05:14.543;3;245000;"""7abad937-c460-4ecc-8944-6f979de48aa9"""
yuCyglV9Be3kyKJhAUHZ;2024-06-22T08:50:38.432;1;80000;"""4b4a9101-5243-4223-a2a0-ee1ffcde27d1"""
z62tJX3tI95ohOhLhA7F;2024-06-01T12:45:50.987;7;594342;"""3714cfea-d3a0-44c2-a88f-60e1de02f8d2"""
zFFz9ydMpASKYngisVET;2024-06-28T07:15:29.876;1;137000;"""55fb48b5-a71d-495b-b852-d6092cb06d45"""
zQp1IQnkKIIZduZ1spKP;2024-06-10T18:25:14.654;8;1080000;"""3ece43cc-d8b8-4fe3-91aa-5856d681f971"""
zihqaEVUfQZdVndkkF3w;2024-06-09T08:35:38.432;1;145900;"""b164da3f-211a-433e-905b-66e1cafa6a74"""
zv7H5kmhVwx7NpfHTD8R;2024-07-01T12:50:50.987;1;88000;"""e164ba15-7fda-48b7-8e51-b6c5a42a0991"""
9UVIfgVipYcHbUDbAU12;2024-06-22T10:14:35.345;1;53000;"""1de23179-f8df-4f2e-86dd-362ab04c4108"""
9VcFeZwqatLJsFWnjx40;2024-06-21T15:03:21.542;9;509000;"""31c130e0-5892-4f5b-9703-ce9b1d7706d0"""
9ZuMF7kPvJJWepoz1ZCv;2024-06-06T08:25:10.237;6;528000;"""31f83c3b-d348-4816-b035-61c8e7e4be95"""
9b7JH2hVRis2QG7ufBBT;2024-06-15T13:42:48.638;10;559000;"""c43873e8-cef0-4858-a9c0-877ad7cd4f9f"""
9fFN5BUmeD0p0aMdhkgx;2024-06-29T19:56:57.928;8;504000;"""47614055-715b-4515-9134-65a331bd40f9"""
9h76MMBHkxit8EoVGeIv;2024-06-29T07:15:22.123;7;718000;"""ef10f95d-c928-482d-89a1-8268c1681663"""
9k4XJi7i0So5Gp6Z1wZ8;2024-05-15T11:39:03.249;5;250000;"""23531125-55ad-44d7-a55c-2c927ec219a4"""
9mQD89HRENMAaEs95zYJ;2024-06-30T18:44:29.567;10;1283900;"""9a5992c6-1a44-45f4-852e-95c05e6acdc7"""
9pDVhdCf6NnGVhNl6nq6;2024-06-09T09:12:58.741;4;249000;"""5e332832-a778-45cc-8619-1279158ae0fc"""
9pliUAnZJtNeXDGBWTmy;2024-07-01T16:33:14.521;7;609574;"""884d33aa-a2d7-46e2-a6dc-e8968c45987f"""
9pzDkt3nHEdDoJXbM6Uh;2024-06-22T20:21:47.812;4;501000;"""a7fd0275-e6dd-4a0c-9bdc-a0f2cb70af1a"""
9swni5by1cOxRGUUQKto;2024-06-05T14:03:10.423;1;88000;"""fe822153-af40-470b-96ff-561364a23075"""
9zplFOuLHIz9EhLGkPz9;2024-06-14T17:47:55.876;8;782000;"""8aa4940d-01b8-4100-ad34-0b19c99785d3"""
A03JZLrizvEeO0qF03gx;2024-06-14T11:28:34.523;1;110000;"""e95659da-e678-4b88-b8e1-bfb2e03335c7"""
AA1JpIQF1G3hA8QTefTm;2024-06-25T08:49:06.348;10;826000;"""de535c04-fe3f-480d-b8de-2cad84b93202"""
AAcgrJZ8JcTfr4AMhMSG;2024-06-02T21:22:44.135;1;127000;"""473a8c47-3146-4ab6-9482-2507401508da"""
ABXosv748kVnQ4MKQxA8;2024-06-04T09:33:19.258;8;961000;"""f45efd2b-b074-454b-ad6f-bcc9b6dbeac2"""
ACZHbJGynzfRFlWe25dz;2024-06-18T12:45:08.719;3;296000;"""de31a081-f18a-477d-a2fe-bbd752b76954"""
AFU7sGv7EtlUmlRSVc5p;2024-06-18T10:59:02.536;5;576000;"""fbc5eb52-5e22-4af4-a9cb-885e297b8d78"""
AK4BGeqnOQNVnRIYbVoQ;2024-06-30T22:40:29.654;3;262000;"""25856761-2785-41c3-9b20-172019c1cd7d"""
AKsIVmGA3ssO2G93VgZo;2024-06-26T14:17:31.428;4;315000;"""771bd27e-ff67-4bff-b296-b470b65723e5"""
ALpUQ9CjUVe4b1h8nLdc;2024-06-17T07:55:23.749;2;100000;"""43ce7f26-7348-4b29-ae2a-5545cd695dca"""
AOHAb7D8AzVgA3FuN1ch;2024-06-19T20:36:15.623;6;722000;"""3664c6e1-2c25-4f49-b4d0-1e9d9f76e13e"""
AS3yctfA32HsvcSQF0vV;2024-05-15T13:19:58.537;4;200000;"""0669e310-1823-4258-a322-bdb0e203c83c"""
ASH6XswwdgsNLbmrTX2f;2024-06-09T10:03:07.184;5;663825;"""0bd678e6-6cbe-42df-98d3-be2eac097b42"""
AStGJzn30jZDrEf5HG92;2024-06-20T16:42:36.293;3;292000;"""28e881ee-c4e2-4e4e-9f99-3c152fda005c"""
AT0W3OukVSTweYdZw17G;2024-06-16T19:29:49.425;10;790000;"""35e159ec-ae76-481e-a8e2-1058a8cbf2fa"""
AWOlMFqB4tHx9pzmwkAk;2024-06-14T07:58:24.318;8;1156000;"""65c21d8c-8209-4369-90fc-2a21181c3299"""
AcSZMZvEUIepoQNwMd9l;2024-06-15T21:46:33.187;3;441000;"""17b4ecee-84f2-48d8-bedc-103fe7da5e3d"""
AfhkWCtkgYRtv2hOzDP0;2024-06-17T09:15:42.512;5;250000;"""6cc68323-502b-4eee-834a-743cf7d10e93"""
AftgIfodcbGobr4danpB;2024-06-13T11:58:27.634;5;385000;"""321b44cf-0bf1-4d14-a8af-a46be024386c"""
AjLQtkXda7TayEmWhdrK;2024-05-15T12:49:31.941;4;200000;"""9dc91b71-8980-4bf4-a616-8380cde57030"""
AqNT4OSSw9u5NqVirLbH;2024-06-07T08:24:16.793;7;971000;"""5967a59a-826c-48dc-a121-2b445dbcc849"""
Axt7iInLxFdVtOvPMphL;2024-06-17T15:28:19.457;2;253000;"""241ecf3a-5f52-4ee8-be31-62ecf43c4ae6"""
B1xgAYwWrQ7DguC4luPo;2024-06-06T20:12:05.674;8;589000;"""479c0e3d-ca15-49c6-98d8-63398312ceb2"""
B2GlLXslq4OTrDl2MJip;2024-06-15T09:57:46.329;5;590000;"""8ebe577c-a21b-4406-ab18-9c966c1150ec"""
B2jMybcULbhaeg0MjmVx;2024-06-09T14:53:28.218;9;920000;"""30c4e487-4c6d-48ec-83d2-1c4fb66b079f"""
B6ciWnNLIVtbw8rEFKSc;2024-06-15T18:37:14.395;10;503000;"""d89155c5-0108-4134-b957-0983e3961878"""
B8dV8BF0jyhx5hs8Qj6b;2024-06-22T16:09:07.572;3;296000;"""35801c5f-ffb3-470b-9acb-efe4e2934132"""
BA4F1mMv7Y0JGZZKVQiP;2024-06-08T19:21:33.849;6;595000;"""9879a114-4f87-4778-bf01-263aae2cf5dc"""
BERKLL3ahLzZtmhJVYa2;2024-06-18T08:12:58.715;4;396000;"""c77fa616-d16f-4d66-a4d4-54b5ee9ad183"""
BGtsyMqZIQLKMxNI4pc6;2024-06-29T11:04:16.987;10;577000;"""e48cfa73-68f1-42e2-8084-1216536c3580"""
BIpBlMdxwF2MruU4kyIU;2024-06-15T07:22:39.631;1;124000;"""38684aa7-c2d5-41d0-a482-4132d5ae8221"""
BKweb2FdpemTjrUVhAHZ;2024-06-29T13:48:24.793;9;616000;"""7215fd71-1a26-482b-8c98-9b7ccc248849"""
BLdoLpIVH9RLMh8taFvH;2024-06-18T09:54:07.427;9;783000;"""770b9d7c-2d1f-4759-b41b-6ff2afa8d6b7"""
BMLi97URJw3sq5HIYDu3;2024-06-03T18:19:12.568;5;506000;"""ed97a1d3-674a-44ff-9a5f-f6996b1ae4c3"""
BOYo0T9vuV9BeJOedNhE;2024-06-10T12:45:38.412;8;927000;"""a4a948ab-025d-4d3c-ba82-8a7029103451"""
BSg73g9Gl5o0vkaFHtN3;2024-06-28T21:03:55.321;7;805000;"""45a3bbbc-47a5-42f1-af9d-938eddaef20d"""
BTIp4frMYfx1RXEzorFm;2024-06-05T14:27:18.739;4;389000;"""914c5a78-53c5-43ea-94ad-bd2cbad767b6"""
BUWgX62g7V5cdUDMZvY9;2024-06-09T08:59:31.682;4;406000;"""ee9c5b26-e704-47aa-9228-2a9d5b37d1f5"""
BXYIaxzMfH518ezkq5Pr;2024-06-04T13:37:26.519;10;864000;"""7ece1eac-de72-4088-9147-1d38725e6273"""
BciiyOc6FcV6aonzcH59;2024-06-09T10:44:19.315;10;1258000;"""6bb24094-5d91-4a72-9fe2-fd760e5de0d8"""
BdV4pIIraONm2Jbw1vSY;2024-06-11T07:50:37.824;3;389000;"""110846da-e59d-41cc-82bd-f2195a9a5099"""
BdrQHEf1PwDhGnYmSxgw;2024-06-13T16:30:42.173;9;1058000;"""a2caeeed-29ba-4c1c-b41b-0f669b4cac8a"""
BfUjpa9jvMH6042Kal42;2024-06-19T17:25:39.691;5;403000;"""14b6093a-16c3-459a-a254-23d0f449af39"""
Bg6wYdVFvwVxXk6aasyf;2024-06-22T21:17:49.523;7;817691;"""25edc229-1fc4-41eb-809c-81e44e860943"""
BgwpWkQqPr3HoaCo4jLC;2024-06-22T09:42:53.982;6;638000;"""2234ea53-e3fa-45f6-9085-a0cb71aaab4a"""
BoUQYG1lFFjyeMo9mvW5;2024-06-13T15:03:24.681;3;435000;"""80d8f44d-aae7-4293-b558-6b5c48f84da9"""
BouOvzHabyW430Wy0R8B;2024-06-24T20:47:58.137;4;378000;"""104c9453-b294-4d18-ba2b-578f09565a78"""
Bp9f7ErwnHDBIJ7mhfLf;2024-06-28T11:59:31.725;3;394000;"""a034fe83-5513-46a4-afd6-0c4032c1ae01"""
Bq4psHd8PE9G695NUpwo;2024-06-13T08:18:26.941;9;565000;"""37d7d0f3-385f-452d-9b77-77ff39a8483e"""
BqGI7seHu7GoVEVkteZx;2024-06-12T16:29:44.328;5;683000;"""26515137-cfaa-41f8-b347-88abcc86f9bc"""
Bu6Xw7QQatTmq0rbY9Rr;2024-06-19T07:37:59.436;1;145000;"""99fd83aa-279e-4a56-9107-f0c51251c7b5"""
BycubSf0U9rqChAbjfb0;2024-07-01T09:21:03.567;6;541000;"""4fed4a43-4167-4ebe-8c5d-fcf9c9c46d01"""
C0n7GswXPyOyz5HckYIm;2024-06-01T13:09:46.712;9;1290000;"""fbe3cb5f-5ce0-49ed-8330-2c7446457b63"""
C1QJffU2ZNf8jcxxD1BO;2024-06-14T20:44:51.123;4;432000;"""ca806b0b-6020-4c7b-bc83-f5a62a784e4d"""
CJIdT4d1UorYAUGJAyq4;2024-06-30T19:03:28.437;2;243000;"""05922931-e1b3-4f4f-8d4d-99c328ece5aa"""
CM8EUizJm72Q2loemtBS;2024-06-08T16:12:35.671;8;1018000;"""c1fe924c-2e15-41f9-ae25-e722c2fb04e3"""
CQMtLZ3BR2l5Vy2vtowO;2024-06-22T08:31:22.594;2;268000;"""f5932fcf-503f-4d0f-9392-be46ea8c6794"""
CQu0MV1d4amSeT42EdjF;2024-06-27T22:14:09.832;3;286000;"""718c3471-1847-4165-a6db-826a58665254"""
CSpJ04EMpoRVivBycn7E;2024-06-01T07:43:17.512;10;754000;"""f44e6ecd-4839-4c16-8c35-1f2e82878fee"""
CaQ2ViZVmm3SfNuSQb1V;2024-06-11T14:49:21.741;4;386000;"""67c7fbfc-cf27-484c-a9fd-99209c232acb"""
CgDjcXMn0ns7Y4rIkOxZ;2024-06-22T18:37:53.964;9;894000;"""a6e9fcb5-c4ae-4c99-abef-d9d191d51fc3"""
Co75vPVoIQzUknUaDHAJ;2024-06-24T09:28:16.584;7;626000;"""a879ea33-3f75-4d17-a684-0c7bf1a881db"""
Cw6LNq3bYrfGhiFGx3CJ;2024-06-27T15:39:41.263;3;203000;"""214ddd03-66c4-485a-b693-486c977aee9b"""
CwPS8SxtQFnK02HaDvfp;2024-06-03T08:04:55.187;4;420000;"""ddb028f2-ef76-44cb-9523-124aae4e722b"""
CweJIHtRFCm3l0EXGEOW;2024-06-13T12:37:29.415;1;125000;"""ea437519-63a2-47c9-af15-6f1520c2166b"""
D1aG9EGMbnvNKdiIhKHc;2024-06-09T11:20:34.942;8;1193000;"""b7ddd23a-e3ec-4e8d-95e5-20e5fe86547d"""
D2LnMw32T2HfYzoIoP3F;2024-06-20T14:13:28.781;9;466000;"""01ae2d9d-dc73-4772-84d5-8d7fc219ddb9"""
D9vONyOOIW2kC0T3r6Wq;2024-07-01T17:44:49.521;10;1040000;"""ac4ab1ee-82c9-4c16-9b35-e0fb36ac423e"""
DBKOnYrl657n7AjiWZjE;2024-06-19T09:36:02.154;7;404000;"""18156ffe-a154-458f-b51a-d41f0f805c23"""
DBhr9EXRXpRepHeIKZcz;2024-06-13T15:27:16.345;1;90000;"""8562ffda-7c01-47c3-926a-4ecbc401d528"""
DDbS4k8dq76boMpOtpX8;2024-06-20T13:52:27.134;4;218000;"""f507e643-c10d-40b7-9b8e-d053f4c8dd84"""
DMIzvJZaC5UjA1HoeRAZ;2024-06-09T20:16:55.718;2;292000;"""c19f5801-3130-4e19-a09c-a10aa0942d23"""
DOJy7S9gwORwyR0wNVzI;2024-06-17T08:42:19.325;8;1049536;"""baca2de1-eeb0-4bc9-905f-98ea2901cf0e"""
DPUJCmNwb96liAKg9maX;2024-06-29T15:31:44.896;8;713456;"""927b81c0-8c91-4d08-94bd-4a6228d5842e"""
DQ61gGrNBpTnsK9UCCqV;2024-07-01T10:59:37.482;8;1111000;"""3add9acb-1f46-45f9-8db7-51aa6f8fef60"""
DSWCNLzwicXTeofHLLAD;2024-06-20T16:41:13.582;3;366000;"""de83f787-0a89-49de-ace0-cc158001e1b7"""
DfmhjcyZbx3TIi8iL9Yo;2024-06-13T12:09:48.341;2;166000;"""4238d12c-4944-4c71-953b-b414d310e888"""
DfpJRRBaEByvVdTA4mQ7;2024-06-23T07:54:06.629;5;450650;"""c29c69d5-e2a7-4ae2-878e-d724464df2d8"""
DgrxIOH7i4UuRIEidVwL;2024-06-28T19:13:21.572;9;529000;"""cc331d1d-9f3c-4fbb-838d-030700e67cdc"""
DkwsXqwbAGH04W9Gxxhc;2024-06-08T11:47:35.215;5;387000;"""81955eec-aaa2-4259-afd9-78da5be6cf30"""
Dp8vfKGa04URtKJmzwdf;2024-06-17T10:38:12.487;3;152000;"""202bb640-71a2-4b6f-afe8-d108102ae49e"""
DsVguvC2W38QVyPHEP0I;2024-06-22T12:56:41.387;10;1183000;"""4ea0e025-0f25-4068-ac6b-9e7aabc1445a"""
DvfEmNdIke8nbyu644sp;2024-06-02T09:31:27.659;6;518000;"""27d878e5-4ea1-41cc-bc40-d516b6bad9cb"""
DymFgesaPkQPHwGk9KXN;2024-06-28T13:18:22.951;7;815374;"""4a5c5533-87b4-412f-a6b1-8ea6b6f10a1d"""
E1dczkSsvPNeBBaMCmlC;2024-06-24T07:43:09.378;6;720000;"""59479641-ba20-4b26-b008-723540158979"""
E2kspO8UDavjV9irqJxN;2024-06-06T11:11:59.874;10;934000;"""cc952852-9fff-49ad-b8ca-d0d50afed5b3"""
E2pYF7WyYrjifuMpWwPz;2024-06-13T20:27:13.518;3;179000;"""a6a3eb9f-6f0e-47f4-b48a-b3a23d90caf3"""
E5LWZSrqcmo6r5TeOTg8;2024-06-26T10:53:48.287;2;268000;"""01e0d645-5522-47d1-b239-228d350c1537"""
E8bc6F0HaVGFCsp8bSo9;2024-06-06T14:15:24.139;3;299000;"""c544db80-343b-4570-89e8-dc9a88f00454"""
E9ScxPp3rroK0Ziv4hMJ;2024-06-01T21:41:17.934;9;901000;"""622450a4-f71f-4616-947e-03600ab3a5f2"""
EFV3AgcQVkQHtU28HlCF;2024-06-02T18:22:35.125;9;889000;"""e963a006-6ddc-4dbe-bcba-e8c31e69576e"""
EKSVE0Woc6SU1e4UNwmz;2024-06-23T08:03:47.569;2;151172;"""ff0b54ae-e845-490d-89ff-a630a0289bb2"""
EPgVhoV9RN9kpHchFpis;2024-05-15T10:09:27.876;2;100000;"""c7d385c4-9f4e-4ece-a4e7-1527dd6cdb5d"""
EX8828uo5UQ1MDGQNiqo;2024-06-17T13:24:59.328;7;783000;"""8c8cedb1-acf4-41f0-929f-4913969b2752"""
EXodJXi1mT3Tz3qvKzyZ;2024-06-23T12:47:35.519;6;878000;"""c486286a-dae4-4ee2-84d1-a44ac7262fb4"""
EeGHeqQLfs2KcEPlGCh4;2024-06-11T18:53:24.153;9;1002000;"""101617bc-3b83-4b3e-87f1-c8f7658c1b4e"""
EfOmFjORIWiG6oJk4CjX;2024-06-30T17:14:29.683;3;223000;"""962bfdcb-4000-47e8-9ba5-7ac10134c103"""
Ei14xKPqDa6SX1mDd8P9;2024-06-30T09:44:22.437;5;250080;"""299085e2-374d-4376-b686-ef98be4266db"""
EjRhJwSUEe5H8vhbgGwd;2024-06-17T22:39:13.287;4;541000;"""302bd79a-a4cc-4bde-9246-2f954bbdbb60"""
EkHxWZrEp7PsWTXDuXA1;2024-06-22T18:15:29.351;8;1129000;"""cced4f72-dd88-46cb-bcea-288a29745f12"""
EluGIpvKfBxbsZELaVSe;2024-06-10T15:27:53.218;9;535000;"""d519a69d-08ab-4ac0-b2a0-adb033065aec"""
F1BvBRYxPXSqkDIgHaLA;2024-06-14T21:19:14.674;1;86000;"""50c13b90-3cf7-43db-9971-b9182cc411b3"""
F4mJDGTHRHo6mzSnDpA0;2024-06-16T13:47:32.513;6;596000;"""4ff528b8-fb47-4330-9ade-9781e6246dc0"""
F7B495FZPkpRM1gA6O9Q;2024-06-29T14:12:45.872;7;803000;"""59aff49c-7bde-4d2c-a3a2-5f31fedd4caf"""
F9imCvDOWxAwVa26enhP;2024-06-25T20:34:27.814;1;142328;"""0e2d3205-1a59-440c-a513-3e6a431a5217"""
FAzpA2FGVxwkeF3g7v72;2024-06-10T19:27:43.195;10;1019760;"""0b5149ec-e0bd-4643-b2e0-47cee13a9bc1"""
FB07LVdV3NBhdRLj3z0o;2024-07-01T11:41:19.384;6;363000;"""882fbb23-86ec-460a-8ee5-9ecd4ca19b5d"""
FEUgnFnB9snTjnN93cmW;2024-06-19T21:57:42.632;10;1301000;"""8f6f1d1c-a26d-4dfd-8fe9-9d22c725deaa"""
FI3sALLrURvaL6JD3jcn;2024-06-03T15:08:28.153;2;128000;"""7b1551dd-8957-4a4c-9ec9-9d086dd53c24"""
FKw9JGVS1uzbAK5XnsYw;2024-06-19T08:09:47.349;5;402000;"""17311023-d2a6-4076-8235-cc58b38fafcb"""
FLFSGQ54gRAJ8LLym4WD;2024-06-07T09:28:41.528;7;525000;"""0f961154-5f98-4af8-b32b-9709ba70f529"""
FMCty74MHqSNyTD6bfib;2024-06-25T11:47:38.693;6;666000;"""8489bb2f-ea51-44d5-aad0-952678d64137"""
FTY7RwiiJ81qDY7FwlSt;2024-06-05T18:12:24.841;10;1075000;"""ec019871-bbb0-41a4-9526-808683e86895"""
FXWiwJO4SdjpmUpuNgUM;2024-06-03T21:24:16.572;10;981490;"""e097dbcc-dc4a-4815-a12f-5314363dfe6f"""
FY0PSAQHtETVr6QbzUQN;2024-06-21T16:31:28.365;1;132000;"""37d5eb06-743f-4199-a7a7-695baeb4a98d"""
FdegPBVCYX2KZnn8IKiU;2024-06-20T10:15:22.456;4;237000;"""728b9227-ebb9-4983-ac15-a95cd554e385"""
FiPAwSjhzg8MXm1t7P4d;2024-06-23T09:17:12.567;3;150000;"""97693b14-7c49-4bf8-99d6-293aecbe9acc"""
FjyM5piXmDc6mg75Odh1;2024-06-21T08:37:47.538;7;832000;"""8f7f0d7d-5efa-4d91-8c56-1f1b3680fb31"""
Fq9XNr6NVO3KiuyhwOha;2024-06-09T19:35:17.263;10;1320000;"""6c2975c3-da24-47e9-8ca7-816e491e228a"""
FqoqIh3rmUZRvSqTpfrf;2024-06-16T10:42:37.651;1;72000;"""8ed73bd9-35a4-4c93-b611-f6ee8340f897"""
FrvbmAdCPnB8CmgPz3Rp;2024-06-22T11:45:15.123;2;281000;"""e618a76c-72a0-464b-a1e8-284dcea3e175"""
